Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
1540,3,1.6,25,0.14,4,318.83
1501,3,1.2,27,1.21,2,263.46
2512,5,3.6,19,0.19,10,484.13
1833,3,1.9,47,0.1,9,350.43
1587,2,1.4,58,2.26,1,216.06
1714,5,3.7,1,0.77,1,363.16
2519,4,2.0,22,1.12,7,420.85
1722,3,1.9,38,1.63,10,296.48
2029,2,1.4,4,0.77,7,359.82
2109,5,3.8,20,0.1,4,402.84
949,2,1.9,55,0.44,8,195.75
1217,5,4.0,21,0.32,5,337.63
2301,5,3.6,48,5.68,6,359.55
1657,5,3.7,10,2.02,4,365.33
2734,4,2.8,29,0.9,3,451.51
2680,5,4.0,27,0.1,2,482.57
2531,5,3.6,35,0.18,8,466.31
3191,2,1.0,16,2.51,5,472.35
2050,5,2.9,20,4.36,10,386.32
2489,4,2.5,36,0.1,6,429.75
1749,2,1.4,35,3.62,6,267.16
3571,5,4.0,24,0.72,4,575.02
3290,2,1.5,23,0.36,9,507.69
2107,4,3.1,29,0.16,7,402.89
2331,2,1.5,41,2.22,10,357.56
2915,4,3.6,34,0.95,8,520.66
2011,3,2.5,20,2.68,7,342.02
1706,5,3.7,5,0.38,4,409.35
2624,4,2.7,20,1.7,9,461.51
2147,5,3.1,7,0.19,2,412.27
2209,4,3.8,4,0.14,5,425.72
1599,1,1.2,39,0.21,2,251.49
1069,1,1.0,9,2.48,8,219.75
2241,1,1.6,30,1.6,9,313.75
2642,4,3.0,57,0.27,3,423.36
1964,5,3.3,29,0.73,5,356.98
2961,1,1.4,50,2.16,9,428.18
1677,5,3.1,20,0.5,6,380.26
1467,4,2.8,35,3.81,3,255.93
2059,5,3.1,26,3.69,6,371.2
2050,5,3.4,37,1.21,9,384.52
2561,1,1.0,34,1.5,10,379.04
1635,2,1.7,59,1.59,7,252.76
2920,3,1.7,31,0.45,4,445.59
3280,4,3.9,25,0.68,4,547.52
2076,4,2.0,3,0.22,1,398.38
2849,4,3.1,26,3.88,3,439.74
1466,3,2.3,35,1.93,9,282.92
2745,2,1.6,36,0.1,1,389.22
2728,5,4.0,26,1.2,2,468.61
2618,4,1.5,46,0.63,2,409.25
2090,5,3.4,47,2.53,8,378.56
500,1,1.0,5,0.63,6,143.53
1714,1,1.6,17,1.55,7,298.83
1724,1,1.0,25,0.27,4,289.38
1513,4,2.9,43,1.23,4,271.76
2173,3,2.6,23,0.52,4,371.38
1848,4,2.4,51,0.27,6,353.46
1605,1,1.0,6,1.45,4,280.28
1464,1,1.0,54,1.53,1,195.21
1670,4,2.7,43,6.14,1,239.84
2772,3,2.5,13,1.66,8,466.23
1703,3,3.3,12,1.09,2,334.07
1791,5,3.8,25,3.66,9,342.41
1825,2,1.0,42,2.64,10,297.82
2303,1,1.0,42,1.19,8,330.15
2373,3,3.0,1,1.07,1,417.48
500,1,1.0,45,4.27,10,81.88
2712,2,1.0,46,1.44,8,407.6
2961,1,1.1,22,1.88,9,423.05
1469,3,1.9,27,0.14,4,298.44
1516,5,3.8,0,1.9,7,363.78
1829,4,2.4,31,0.46,4,346.84
1646,4,2.8,11,0.18,3,368.97
2234,3,2.2,45,2.84,1,309.48
932,3,2.2,49,1.76,2,192.39
1429,2,1.7,52,0.79,7,270.07
3023,1,1.0,55,0.85,6,427.55
1543,2,1.0,59,0.33,8,253.86
2846,4,3.8,54,0.1,3,456.61
2313,1,1.0,34,0.64,6,338.56
1014,2,1.0,25,0.24,6,214.38
2481,4,1.9,30,0.82,2,390.27
2029,1,1.0,56,2.69,1,240.97
1826,5,3.3,11,0.18,2,398.23
2246,5,4.0,28,0.14,9,450.72
2384,2,1.5,4,3.49,6,367.73
2524,3,4.0,34,2.05,3,390.26
2806,1,1.0,6,0.1,10,455.61
2344,2,2.0,15,0.12,7,415.29
1274,3,1.7,31,1.73,1,231.71
1815,3,2.7,51,0.69,8,352.05
3865,1,1.5,16,1.93,10,539.77
2534,1,1.0,20,0.78,7,377.49
3521,3,1.9,26,5.15,3,462.76
2937,4,2.9,39,1.78,4,481.81
2245,2,1.1,46,0.1,7,361.89
2280,1,1.6,59,0.6,4,299.02
2078,3,2.2,51,1.24,5,352.02
1057,4,3.2,14,0.23,1,261.57
2110,5,4.0,22,0.1,5,437.85
2826,3,2.7,7,0.12,10,527.83
1740,4,2.8,24,1.11,10,349.59
2347,5,4.0,10,1.5,4,464.4
2610,4,3.7,56,0.15,3,427.65
1554,1,1.0,20,1.64,9,264.6
1829,3,1.6,53,1.44,1,278.15
1489,5,4.0,54,4.22,10,282.01
1606,4,3.1,9,2.76,5,318.24
1327,5,3.8,49,4.3,10,277.81
1559,2,1.8,8,5.08,2,213.77
2951,3,3.0,47,0.87,5,446.44
1550,1,1.0,0,1.0,5,291.11
2175,5,4.0,21,0.5,10,450.69
1798,4,3.0,5,1.07,1,329.3
2807,5,4.0,29,0.25,4,502.46
2886,4,2.7,54,1.67,7,466.67
2618,5,3.6,33,0.1,1,452.58
2283,1,1.3,12,0.4,10,369.09
1961,1,1.0,21,0.35,2,261.17
1384,3,2.6,5,4.17,4,239.65
3266,1,1.0,40,0.23,10,497.93
1644,5,4.0,45,3.32,2,310.89
2498,5,4.0,23,0.2,2,442.05
2735,1,1.0,20,1.58,1,369.82
1766,2,1.0,38,0.58,2,285.15
2722,5,3.5,22,0.57,3,475.22
2558,3,2.1,4,9.54,4,339.38
3136,2,2.2,6,0.38,1,472.54
1818,1,1.2,2,0.34,1,301.76
1328,4,2.6,54,1.33,7,266.36
1796,5,4.0,12,2.02,5,359.95
2225,4,2.8,53,6.07,7,342.3
2134,3,1.9,11,1.81,10,367.11
1863,2,1.8,5,1.24,9,338.82
954,4,2.9,33,0.79,1,221.25
2382,3,1.7,14,1.36,8,423.28
3283,4,3.4,46,1.38,10,521.49
2378,4,3.1,17,0.37,4,430.31
2465,3,2.1,54,1.67,9,372.84
2443,5,4.0,48,0.34,2,432.31
2338,4,3.5,56,1.01,9,441.02
2658,3,2.3,2,0.45,8,440.67
2337,4,2.1,21,0.56,6,407.0
1912,5,4.0,34,1.43,5,387.71
1622,3,2.0,27,0.1,3,346.04
1950,4,2.9,40,0.1,1,353.69
2288,1,1.0,41,0.21,6,333.36
1910,5,3.1,11,0.28,10,420.89
2288,4,3.2,54,0.33,5,376.06
2363,2,1.1,0,2.23,8,399.93
2599,3,2.5,35,0.89,1,414.02
2869,4,2.5,29,0.95,10,515.83
2146,5,3.5,52,1.55,1,357.46
1315,5,3.9,54,1.96,7,278.02
1892,2,1.6,22,0.1,8,366.78
2126,2,1.8,36,2.91,10,360.11
998,4,3.3,27,6.69,1,151.13
2933,1,1.4,48,0.19,9,429.61
2185,5,3.7,52,1.58,7,410.54
2328,1,1.4,4,0.1,7,385.27
2919,1,1.0,35,0.1,8,436.59
1721,4,3.4,53,0.5,8,320.15
2444,3,2.8,46,2.81,1,333.97
2034,3,2.8,55,1.59,4,322.69
1989,3,1.5,9,0.89,9,365.44
1636,2,1.0,4,0.87,3,270.59
3099,5,4.0,13,0.94,6,540.52
1874,2,1.5,23,0.56,4,301.69
2519,5,3.9,27,3.15,1,412.36
974,5,3.8,20,1.26,3,278.78
2807,5,3.6,44,0.99,3,461.33
2731,4,3.3,50,0.94,3,428.11
2158,3,2.4,39,4.12,6,343.49
1963,2,1.4,11,1.93,9,353.71
2340,2,1.5,19,0.23,7,404.75
3473,4,3.3,50,0.86,7,506.64
1042,5,3.5,31,0.51,1,252.4
2569,3,1.7,50,6.5,9,338.74
1553,1,1.0,37,0.81,4,229.72
2088,1,1.0,39,0.11,8,348.9
1951,4,3.7,41,0.79,1,335.67
1843,3,2.3,20,0.58,8,335.33
2093,1,1.0,16,1.37,9,345.66
1419,1,1.0,0,0.38,5,265.61
2717,2,1.0,50,0.1,7,396.06
1023,3,2.2,43,0.15,10,268.88
2423,1,1.0,27,0.5,2,356.23
1904,2,1.0,53,0.64,1,281.3
1397,3,2.8,1,2.7,6,294.78
2221,5,3.6,16,0.47,9,470.45
1165,3,2.2,38,0.1,1,227.97
2123,4,3.3,13,2.28,10,391.52
1246,2,1.7,13,3.05,1,201.47
2376,5,3.8,43,1.02,4,396.78
1545,2,1.4,47,0.5,10,269.88
1829,2,1.9,17,2.22,6,332.59
2276,1,1.0,39,0.1,9,344.26
1636,3,2.3,33,3.87,2,233.97
2065,2,2.1,42,3.01,5,314.16
1191,2,2.1,0,1.18,7,277.78
2478,4,3.1,41,0.49,4,394.78
3158,4,3.1,17,0.1,6,539.01
3775,4,3.3,47,10.0,6,460.21
2154,2,1.4,33,2.15,4,325.28
2572,5,3.6,22,0.62,4,460.17
1031,3,2.2,48,0.1,9,225.71
3001,2,1.0,15,1.53,1,417.62
2565,1,1.9,18,6.5,5,333.84
1809,5,3.6,36,1.84,9,401.41
2842,5,4.0,59,0.13,9,508.15
1947,3,2.2,54,0.77,9,337.35
1825,5,4.0,5,0.17,2,370.25
2385,3,2.1,23,3.65,7,372.67
1461,5,3.9,16,0.6,10,363.74
2712,3,1.8,47,1.98,8,421.75
1466,4,3.6,15,0.13,1,312.48
1469,4,3.3,38,0.21,2,303.72
1554,5,3.0,47,1.71,1,283.03
2555,5,3.8,40,2.78,9,474.94
1729,3,1.6,54,0.34,10,330.1
1291,3,1.9,5,0.81,5,269.59
1736,2,2.0,15,1.45,4,314.02
2080,4,1.8,8,2.39,8,365.31
1391,2,2.0,28,1.48,3,228.94
1408,2,1.7,3,0.15,8,289.86
3366,1,1.0,59,1.17,3,452.65
1583,3,2.7,25,3.24,6,280.49
1906,1,2.1,53,3.04,4,246.46
1879,1,1.0,37,1.32,8,297.59
1847,2,2.3,25,8.17,7,249.72
2472,1,1.2,13,0.17,5,410.18
2668,3,1.9,34,0.98,3,387.89
1916,2,1.8,54,2.24,5,301.86
1358,3,1.7,48,0.23,4,222.83
2864,5,3.5,42,5.4,8,458.91
2042,1,1.0,23,0.66,5,336.32
3138,2,1.0,7,0.65,10,521.45
752,4,3.2,39,0.36,10,255.33
2217,3,2.5,24,0.51,5,369.78
3251,1,1.0,3,1.29,2,468.43
1888,3,2.6,14,0.84,9,355.25
1964,3,2.3,15,0.32,6,353.82
2277,5,4.0,53,2.48,1,364.22
1764,3,2.8,10,0.1,3,335.07
1912,5,3.9,27,2.7,4,363.15
1897,5,3.5,6,0.48,10,416.66
1723,5,3.7,49,1.03,10,372.24
2837,1,1.0,37,0.72,2,366.66
2376,3,2.7,23,1.27,10,424.16
2250,3,1.4,30,2.38,4,342.35
2585,5,3.7,3,6.81,2,413.32
1941,3,2.5,36,0.55,6,364.31
1635,3,1.7,55,1.21,10,297.18
1738,5,3.1,34,0.94,9,341.73
2101,4,1.9,5,10.0,1,240.01
1464,4,2.9,45,2.48,5,290.8
1799,5,3.2,32,0.76,9,381.12
1790,1,1.2,51,0.97,7,300.61
3374,3,1.5,31,0.42,6,528.54
500,3,2.5,45,2.11,7,157.49
1992,4,2.3,37,2.8,9,355.81
3135,5,3.0,34,5.03,3,441.48
2173,1,1.0,16,1.25,8,338.49
2552,5,4.0,53,1.67,1,420.1
2159,4,2.4,31,0.89,10,402.58
1699,4,3.6,13,1.41,6,359.67
754,3,2.4,18,0.64,9,247.9
2223,2,1.2,23,2.01,1,318.61
1634,1,1.0,38,0.1,5,258.08
1619,1,1.7,10,0.1,8,293.73
1800,2,1.2,6,1.89,10,343.13
3146,4,2.7,44,4.0,6,472.69
3542,5,4.0,59,1.5,6,587.75
2230,1,1.6,23,1.94,3,324.55
1821,2,1.4,54,2.61,8,276.62
1393,3,2.8,52,0.67,1,252.57
2381,3,1.9,57,0.17,4,367.76
3169,4,4.0,23,4.06,8,490.01
1951,1,1.0,13,4.18,6,279.91
672,5,3.3,23,0.87,9,261.68
2502,1,1.4,10,0.37,1,379.7
2691,3,2.1,7,3.34,2,409.89
1148,1,1.4,43,1.85,1,181.19
2205,3,2.0,14,0.1,4,395.11
2370,2,1.8,41,0.17,9,396.7
2056,2,1.2,53,6.13,4,223.8
1625,3,2.2,1,0.1,9,358.75
2709,5,3.1,23,0.5,6,484.21
1857,5,3.7,44,1.19,5,343.62
1208,1,1.0,9,0.31,10,266.71
870,3,3.3,31,0.4,4,230.66
2856,4,2.8,16,0.65,10,516.53
2469,5,3.2,56,0.47,2,421.28
2152,5,4.0,56,2.44,8,391.12
1835,2,1.0,53,1.04,3,266.71
1782,5,4.0,9,0.49,1,397.38
1454,5,3.5,21,0.56,10,363.21
1841,5,3.7,5,0.1,7,374.6
827,3,2.2,26,0.1,8,197.94
1658,3,2.1,19,1.9,7,330.1
1913,2,1.5,0,0.18,4,314.95
2465,1,1.0,16,0.97,8,378.32
2076,5,3.2,0,2.77,10,404.63
2576,1,1.0,36,0.69,4,362.62
2909,3,2.1,14,0.64,5,477.09
2734,5,3.1,54,3.1,8,433.87
2382,1,1.1,0,3.0,2,323.62
2107,1,1.0,16,3.18,10,337.81
1511,4,2.5,45,1.27,8,344.59
2543,3,2.1,44,4.56,5,364.41
3107,2,1.4,59,2.56,5,400.27
2305,2,1.0,42,0.81,7,371.43
3250,4,4.0,43,1.49,4,533.93
1184,1,1.0,37,0.19,3,216.17
1407,4,2.9,42,1.2,6,266.72
2613,4,4.0,1,0.46,6,495.2
2258,3,2.5,17,0.5,10,414.54
2888,5,4.0,11,0.2,6,531.16
2090,1,1.0,28,0.67,7,324.89
1579,2,1.5,22,0.98,4,286.23
1971,2,1.1,46,1.38,3,284.02
1180,4,3.3,8,0.55,3,307.97
1422,4,3.9,7,2.36,3,300.81
2683,4,3.8,49,1.1,2,424.22
2623,1,1.0,15,1.52,6,398.12
2317,4,3.9,22,0.49,1,414.03
1067,4,2.6,52,2.52,6,231.2
1884,5,3.3,28,1.47,8,382.18
1365,1,1.0,58,2.97,6,206.72
2805,3,2.1,9,0.26,2,467.23
1749,3,1.3,11,0.72,7,335.36
1448,5,3.8,51,0.18,3,321.21
2117,2,1.4,11,0.36,9,376.03
1715,3,2.3,29,0.75,8,340.23
2990,1,1.0,9,3.37,6,428.51
1659,2,1.0,13,1.22,1,272.78
1260,4,2.9,3,0.6,2,278.33
808,1,1.4,46,2.06,8,136.56
2081,2,1.0,19,0.1,6,357.79
1762,3,1.8,40,0.69,1,278.36
1242,4,3.2,38,1.38,9,305.0
2813,4,2.4,6,1.31,8,468.44
2500,1,1.0,29,1.4,2,364.76
2083,4,3.2,51,0.36,10,397.66
2918,2,1.2,40,0.62,5,415.02
2497,5,3.4,23,4.02,3,400.26
1606,3,1.5,9,5.47,1,231.82
1476,1,1.0,51,0.56,7,246.89
2590,5,4.0,44,1.55,9,448.7
2337,5,4.0,37,0.41,7,431.58
2201,1,1.0,35,0.69,3,313.08
1592,2,1.2,16,2.36,6,271.5
2464,3,2.3,20,1.04,3,411.0
1646,1,1.0,57,2.84,4,216.94
2038,5,3.8,45,1.49,1,352.98
2968,5,4.0,58,1.49,2,470.48
1703,1,1.0,2,0.1,1,284.1
1156,5,3.3,0,2.08,10,318.04
1468,1,1.0,17,5.72,2,180.77
2696,1,1.3,1,0.96,4,376.99
2252,3,3.6,39,0.26,6,411.03
2022,1,1.1,47,5.66,8,261.46
1794,5,3.7,3,0.51,10,441.25
2391,4,2.5,31,0.79,9,420.51
1590,3,1.7,18,0.12,10,345.59
2283,5,4.0,19,0.18,7,428.12
1661,5,3.4,41,0.37,4,314.67
1561,3,2.8,48,1.19,7,289.1
1717,3,1.9,48,1.22,1,263.33
1874,5,4.0,52,1.4,10,397.3
2070,4,2.8,6,1.31,6,413.58
2241,2,2.1,8,1.03,1,375.5
500,5,4.0,6,2.43,8,240.01
1615,3,2.7,26,4.07,4,275.77
1865,1,1.0,20,0.47,8,297.92
3003,1,1.0,34,0.21,8,466.65
1451,3,2.8,23,0.83,2,297.65
2197,3,3.1,31,0.1,6,373.02
2997,2,1.0,11,3.22,10,459.19
1312,3,2.5,22,0.41,4,266.73
2336,1,1.0,35,1.2,3,355.77
1618,4,3.1,48,0.18,9,325.01
1797,3,3.0,28,1.21,10,355.15
1618,2,1.1,2,0.1,9,330.17
1660,4,3.5,42,2.2,2,293.54
3733,2,1.4,7,4.67,5,537.61
2606,4,1.8,33,0.55,10,483.17
2761,3,1.5,56,0.45,10,416.58
2395,1,1.0,13,0.89,7,383.63
1136,4,3.6,35,1.45,9,281.76
2336,5,4.0,47,0.31,8,456.58
2743,2,1.6,45,2.44,10,413.17
1587,4,2.4,31,0.33,4,303.58
2679,2,1.0,6,0.1,3,404.94
2522,1,1.0,9,1.11,1,356.11
3211,2,1.5,11,0.18,1,472.54
1849,2,2.0,54,1.8,9,305.06
1441,5,3.6,59,0.27,4,294.91
1883,2,1.1,39,2.55,8,320.75
2961,4,2.9,22,0.95,4,493.35
1002,2,1.5,10,1.25,6,235.43
858,3,1.2,51,0.31,4,183.48
2153,2,1.7,12,0.24,2,337.42
1834,3,2.3,11,1.5,1,329.62
2104,2,2.0,6,0.44,8,367.54
2667,2,1.9,52,0.73,6,368.34
1768,4,3.5,43,0.98,1,324.55
976,3,3.1,9,0.39,5,244.91
3326,3,2.3,6,2.38,3,493.83
1501,5,2.6,50,4.21,2,261.14
1464,2,1.9,57,0.85,3,220.02
2762,2,2.1,26,3.74,2,352.71
1869,4,2.9,6,3.21,10,388.24
2061,5,2.7,54,0.27,2,362.09
2389,5,4.0,49,0.29,1,432.99
2750,4,3.0,23,0.97,3,464.33
1899,3,1.6,22,1.12,3,332.79
3011,1,1.0,24,0.63,4,432.18
818,4,3.0,43,0.56,3,214.51
2555,3,2.1,35,0.85,8,441.56
1596,5,3.5,56,1.76,4,317.86
2923,4,3.5,32,0.13,10,509.78
2185,1,1.4,36,1.86,1,302.5
1696,2,2.5,41,3.91,2,229.54
2497,4,2.5,38,2.16,7,408.68
2635,1,1.4,51,0.32,6,389.21
2485,1,1.0,6,0.14,9,402.25
1482,4,3.2,29,1.01,6,316.74
1809,3,2.9,59,4.7,2,253.26
2097,4,3.0,30,2.56,8,371.84
2075,5,3.7,56,1.24,9,407.13
2549,1,1.0,44,0.23,5,361.41
891,1,1.0,45,1.88,6,167.55
2300,2,1.2,36,2.51,4,331.05
1926,1,1.0,20,4.1,2,253.49
1596,2,1.5,33,1.42,5,254.7
1654,1,1.0,45,1.08,5,246.02
1971,1,1.0,20,1.45,1,286.1
500,4,3.5,39,4.3,5,162.52
1679,4,3.1,19,1.48,1,309.68
1574,5,3.3,33,0.45,3,345.49
2419,3,2.3,7,1.52,9,418.23
1616,5,4.0,31,3.18,4,321.09
1970,1,1.2,51,1.26,9,295.04
3025,5,4.0,29,1.05,6,545.43
2696,4,3.4,28,1.98,1,446.85
2641,1,1.0,4,1.62,3,388.58
1800,1,1.0,29,0.1,3,273.58
2425,5,3.7,11,1.94,4,418.29
1959,2,1.5,38,0.79,10,346.01
1982,3,3.3,26,4.24,4,317.28
2345,5,4.0,52,5.3,8,394.16
1741,5,3.6,12,0.89,3,342.7
2995,3,1.9,46,5.2,4,396.41
2003,1,1.0,9,0.56,3,323.0
2471,1,1.0,35,1.72,7,344.33
2973,2,2.6,30,0.12,6,469.15
2718,5,3.7,15,0.23,1,467.56
1254,3,2.7,38,3.0,10,243.8
2366,5,4.0,44,3.36,1,370.51
2610,4,3.3,35,1.14,6,440.57
2635,5,3.3,25,0.62,3,480.32
1432,5,4.0,43,0.9,9,331.82
1705,4,3.0,19,3.06,2,290.13
2696,4,3.8,33,0.36,3,468.14
1642,3,2.5,36,0.52,9,342.48
1920,1,1.6,7,2.31,6,320.41
3045,2,1.8,3,4.11,1,437.33
2071,4,2.9,58,0.15,2,352.29
1663,1,1.5,28,2.44,7,265.29
1573,3,2.3,30,1.55,6,283.61
2299,5,4.0,1,0.39,1,461.42
1300,3,2.3,24,2.11,10,278.05
1951,3,2.0,37,1.95,2,301.61
2299,4,2.9,2,0.23,6,434.74
2879,2,1.9,45,1.05,6,435.53
2500,4,3.5,41,2.13,6,417.96
1671,5,2.7,42,0.32,9,363.0
2807,4,3.2,4,0.93,2,469.59
1920,5,3.7,21,0.19,10,420.34
1358,4,2.3,15,0.55,10,325.21
1996,2,1.9,8,0.37,9,394.11
2962,1,1.7,52,1.06,9,401.27
2199,2,2.2,47,0.23,10,382.28
2107,4,1.8,8,0.72,9,427.13
3082,3,2.4,48,0.48,9,462.11
1241,1,1.0,11,2.06,3,204.4
1328,3,2.0,46,1.8,10,280.72
1130,2,1.4,41,0.15,9,228.77
2323,1,1.0,3,4.6,10,350.24
2199,4,2.0,48,2.05,9,362.03
3025,3,2.3,17,1.44,3,465.75
2246,4,3.1,17,0.97,4,424.4
1857,5,3.7,41,0.29,4,394.01
2101,1,1.0,42,4.91,4,258.49
2170,3,2.0,52,0.1,7,348.49
1096,2,2.2,32,1.77,5,207.15
3726,2,1.3,41,1.06,7,502.4
2411,2,1.2,2,3.49,6,363.5
2226,2,2.1,58,0.72,7,362.57
2469,3,2.1,37,1.1,8,389.09
2525,5,4.0,16,2.03,6,457.76
2015,2,1.7,11,0.1,9,361.64
1721,2,1.1,10,0.1,4,335.26
2459,2,1.0,16,0.36,5,399.06
2331,5,3.1,34,0.24,9,463.48
1614,1,1.0,40,0.1,9,284.88
2951,2,1.9,49,1.46,2,417.83
2276,2,1.1,59,2.38,2,314.52
2537,2,1.4,5,4.72,9,383.44
2935,1,1.0,34,0.87,6,411.58
2113,2,1.7,5,0.49,8,366.64
2290,1,1.0,31,2.99,8,355.5
2586,1,1.3,10,2.79,8,399.14
1665,4,3.7,42,1.47,5,287.21
2132,4,3.0,38,0.48,10,406.08
2175,2,1.0,12,3.59,4,324.63
1526,3,1.8,12,0.29,3,323.11
3490,4,3.2,38,0.1,4,532.73
1255,4,3.2,45,2.39,8,274.4
1321,3,2.1,33,1.24,4,247.21
2888,5,4.0,2,0.42,8,526.98
2527,2,1.2,31,1.67,8,410.73
1484,5,4.0,3,2.18,1,305.07
2464,5,3.8,39,2.79,9,453.58
2980,1,1.0,52,0.5,3,376.2
2081,1,1.1,0,0.1,6,347.27
3659,2,1.5,8,1.07,3,538.45
1065,3,2.7,48,2.91,9,232.33
2516,1,2.2,49,0.35,1,357.12
2799,4,2.5,6,0.82,7,506.13
2634,2,1.9,26,0.44,5,409.71
1977,5,4.0,2,0.1,3,435.37
1925,2,2.4,21,3.43,7,317.45
2366,1,1.2,15,0.22,1,362.39
2589,3,3.0,7,2.18,6,439.39
2461,5,3.3,4,0.64,7,484.89
2724,3,1.6,48,0.49,9,423.61
1488,2,1.0,57,4.25,9,202.96
1963,3,2.2,29,1.61,7,337.01
1535,3,2.9,27,1.74,5,298.53
1868,2,2.3,50,2.14,7,287.71
2709,5,3.6,26,0.63,1,458.35
2164,3,2.2,49,1.24,7,356.56
3664,3,1.7,21,0.47,10,600.49
2216,2,1.5,29,2.7,4,334.38
2135,4,2.9,36,1.37,2,338.12
2163,3,2.2,6,0.42,6,399.22
1717,1,1.3,49,3.45,7,233.92
2065,5,4.0,29,1.3,7,405.56
2776,3,1.6,12,1.02,8,462.31
2168,2,1.0,21,0.1,5,374.09
1623,1,1.0,10,3.61,10,256.36
1544,2,1.6,4,4.56,10,276.49
1829,3,2.4,21,1.24,8,351.26
2144,1,1.0,14,0.88,4,327.28
2816,5,3.2,52,0.67,10,485.74
1295,5,3.7,38,0.47,1,275.14
1908,5,3.6,36,1.28,8,379.48
2186,4,3.0,30,0.21,4,406.99
999,2,1.9,28,3.77,5,170.92
1599,3,2.0,38,0.29,4,291.61
1692,1,1.0,16,2.05,7,258.26
1622,2,2.2,40,0.55,10,300.98
2215,3,1.9,5,0.38,3,389.64
2003,4,3.6,40,1.22,2,324.74
1766,3,3.3,16,2.17,10,366.82
2356,2,2.3,33,1.95,2,337.17
3133,3,2.6,22,0.4,7,536.11
3083,1,1.0,51,0.6,10,453.3
946,4,3.5,29,3.05,6,201.27
2446,1,1.0,12,1.93,2,349.99
1993,4,3.7,57,1.87,8,353.36
2193,4,3.3,29,0.47,6,411.68
1861,3,2.4,48,2.36,8,339.91
2170,1,1.0,52,0.67,6,326.45
2190,4,2.8,19,0.77,4,393.08
1752,4,3.0,5,0.51,8,359.26
1562,3,2.4,54,0.19,4,294.02
1830,2,1.4,30,0.82,6,317.52
2240,2,1.6,58,0.1,5,359.64
2459,5,4.0,18,0.91,4,452.63
2612,5,3.9,5,1.94,7,489.63
1803,4,2.7,33,4.86,8,305.05
2270,2,1.0,27,0.12,6,370.67
2677,4,3.6,57,0.5,1,398.04
2799,1,1.0,12,1.02,7,428.83
2064,2,1.6,51,0.28,4,325.34
1967,2,1.8,9,0.19,2,327.1
2214,2,1.8,40,0.9,3,345.02
1410,5,4.0,44,1.3,10,346.46
1983,3,2.8,6,2.57,4,366.38
2546,3,2.6,17,9.18,7,322.53
2485,5,2.2,21,2.23,9,456.67
1937,5,3.9,13,0.38,10,451.71
2230,5,3.9,35,2.07,6,403.61
1605,3,2.1,7,1.16,10,360.08
2522,4,3.2,11,0.9,5,439.18
2053,5,3.8,39,4.12,9,374.84
1934,4,2.7,47,1.82,8,323.83
1882,4,3.6,32,1.72,8,337.74
2062,1,1.0,23,0.1,8,319.57
1831,3,2.3,41,3.0,8,330.18
2494,4,2.0,38,2.36,8,398.98
1862,3,3.3,13,0.53,10,373.15
3055,3,1.3,48,0.52,10,486.2
2979,1,1.0,50,0.1,7,415.14
1565,3,2.6,4,0.1,2,332.48
2141,4,3.8,18,1.66,2,408.69
1709,2,1.0,2,0.31,5,281.52
1904,4,2.6,0,3.86,6,356.01
3301,4,3.4,39,2.77,9,489.81
1915,3,2.6,40,0.64,1,295.73
2316,4,3.9,36,0.72,7,431.69
2424,2,2.0,32,0.59,7,379.08
1499,3,2.1,48,0.15,8,299.72
1586,5,3.7,56,0.1,1,311.9
1376,4,3.3,45,0.9,10,286.61
1568,4,2.2,16,4.3,4,285.69
500,1,1.0,8,3.74,10,138.23
2426,5,4.0,30,2.49,5,427.91
3332,5,3.3,34,1.49,2,513.15
2188,2,1.4,2,2.91,2,335.98
1250,5,2.8,12,1.09,4,280.99
1714,1,1.2,51,0.3,3,238.22
1824,2,1.7,36,1.73,7,306.23
1489,5,3.1,37,3.8,7,309.98
2616,2,1.0,13,0.1,2,395.18
2586,5,3.5,5,0.43,5,492.98
1406,5,4.0,57,0.46,5,310.73
2535,5,4.0,28,0.16,8,491.14
3016,4,2.6,56,0.38,8,478.15
3241,5,3.5,48,0.73,4,519.62
3819,4,3.0,8,4.22,10,590.73
1558,3,1.8,35,2.95,1,264.11
3794,1,1.0,22,4.38,6,473.64
1887,2,1.8,14,0.19,7,324.93
1744,2,1.0,53,0.1,1,305.73
2296,3,2.2,56,0.17,8,390.29
1750,5,3.6,49,3.69,9,340.9
2339,1,1.0,46,0.26,8,365.48
1307,3,2.4,58,1.28,3,240.83
1956,3,2.6,49,0.39,9,370.45
2871,2,1.9,6,0.1,10,499.21
2065,4,2.8,46,0.13,3,379.41
2184,4,2.9,59,1.86,4,354.24
2385,5,3.9,24,0.3,6,473.48
2802,5,3.8,36,0.39,7,529.18
1106,3,2.5,22,0.71,8,269.64
2450,5,4.0,10,1.61,7,474.02
1939,4,2.6,55,0.95,3,319.59
2199,1,1.7,45,4.34,2,265.45
2735,2,1.5,7,0.85,2,422.76
1383,4,3.3,35,0.33,9,316.18
1492,5,4.0,41,1.15,7,333.85
938,2,1.6,38,0.9,7,207.58
1770,2,1.6,0,2.32,5,328.42
2898,3,2.7,51,4.1,6,396.8
2027,5,3.6,43,2.71,7,378.65
1295,3,2.6,12,0.74,9,293.98
1808,2,1.8,15,0.37,10,360.14
1207,3,2.8,45,3.69,4,220.29
1424,5,3.5,12,0.73,6,367.77
2333,4,3.0,36,2.21,1,363.34
